id	is_true	c1.rep1	c1.rep2	c1.rep3	c2.rep1	c2.rep2	c2.rep3	c2.rep4
P62906.56909	false	1.305e+07	2.209e+07	1.763e+07	3.211e+07	2.458e+07	2.513e+07	2.448e+07
P62906.7987	false	2.690e+07	3.011e+07	4.121e+07	4.559e+07	4.182e+07	4.254e+07	3.367e+07
P62906.23381	false	7.798e+07	7.988e+07	6.845e+07	7.381e+07	7.923e+07	7.802e+07	6.139e+07
P62906.15446	false	5.163e+06	3.505e+06	1.526e+08	1.937e+08	1.259e+08	1.266e+08	1.995e+07
P62906.26201	false	4.725e+07	3.740e+07	7.252e+07	5.454e+07	8.959e+07	5.550e+07	7.415e+07
Q16851.9920	false	1.296e+06	2.461e+06	2.295e+06	2.504e+06	3.422e+06	3.042e+06	1.598e+06
Q16851.44448	false	4.576e+06	5.003e+06	8.804e+06	0.000e+00	8.154e+06	5.095e+06	3.911e+06
Q16851.40484	false	4.582e+06	6.809e+06	5.622e+06	5.879e+06	3.980e+06	7.010e+06	4.259e+06
Q16851.12649	false	5.580e+06	6.091e+06	6.969e+06	8.769e+06	4.746e+06	9.084e+06	8.482e+06
Q16851.21897	false	2.355e+06	2.762e+06	2.657e+06	3.578e+06	3.078e+06	0.000e+00	3.722e+06
Q16851.2987	false	5.238e+05	1.283e+06	2.029e+06	2.250e+06	0.000e+00	2.093e+06	1.465e+06
Q16851.18157	false	7.073e+06	1.164e+07	1.503e+07	7.987e+06	7.919e+06	8.338e+06	6.497e+06
Q16851.19444	false	1.646e+07	1.627e+07	2.705e+07	2.791e+07	2.090e+07	1.138e+07	2.330e+07
Q16851.25461	false	8.137e+06	7.415e+06	5.899e+06	8.419e+06	8.527e+06	9.775e+06	9.786e+06
Q16851.32893	false	1.634e+07	2.589e+07	1.967e+07	2.083e+07	1.441e+07	2.550e+07	1.627e+07
Q16851.42525	false	0.000e+00	5.347e+06	6.899e+06	8.083e+06	4.102e+06	4.864e+06	6.187e+06
Q16851.23646	false	2.124e+07	5.410e+07	2.974e+07	3.235e+07	2.428e+07	6.073e+07	3.473e+07
Q15311.25957	false	2.100e+06	2.491e+06	0.000e+00	2.024e+06	0.000e+00	1.989e+06	0.000e+00
Q15735.22277	false	1.544e+06	3.562e+06	3.950e+06	3.917e+06	2.720e+06	3.561e+06	3.121e+06
Q9NUI1.54291	false	1.855e+06	5.854e+06	3.385e+06	3.228e+06	2.659e+06	4.115e+06	2.835e+06
Q9NUI1.3316	false	0.000e+00	9.010e+05	5.225e+05	1.194e+06	0.000e+00	1.517e+06	1.833e+06
Q9NUI1.18155	false	9.449e+05	7.796e+05	1.292e+06	8.644e+05	0.000e+00	1.363e+06	0.000e+00
Q9NUI1.20557	false	0.000e+00	1.515e+06	1.453e+06	2.198e+06	1.687e+06	0.000e+00	2.297e+06
Q96FN4.6385	false	6.599e+06	3.663e+06	1.389e+07	1.949e+07	1.231e+07	1.231e+07	1.026e+07
Q96FN4.48516	false	1.804e+06	1.593e+06	2.426e+06	1.968e+06	2.271e+06	1.511e+06	0.000e+00
Q96FN4.16246	false	4.092e+06	2.288e+06	1.190e+06	0.000e+00	4.075e+06	0.000e+00	2.791e+06
Q96FN4.24998	false	1.351e+06	1.594e+06	2.147e+06	2.697e+06	1.983e+06	1.830e+06	1.559e+06
P37837.28110	false	5.819e+07	3.872e+07	5.085e+07	8.009e+07	6.873e+07	5.504e+07	5.045e+07
P37837.29582	false	3.250e+07	3.020e+07	5.209e+07	3.853e+07	4.298e+07	2.456e+07	4.260e+07
P37837.47775	false	2.585e+07	3.869e+07	4.045e+07	4.507e+07	4.310e+07	5.394e+07	4.506e+07
P37837.33136	false	3.108e+07	3.185e+07	2.512e+07	3.490e+07	1.806e+07	3.612e+07	3.040e+07
P37837.23282	false	1.798e+07	6.973e+07	3.975e+07	5.831e+07	3.761e+07	5.528e+07	3.385e+07
P37837.40643	false	1.661e+06	2.725e+06	1.019e+06	0.000e+00	3.426e+06	1.534e+06	2.393e+06
P37837.32297	false	2.389e+07	3.161e+07	3.593e+07	4.485e+07	2.840e+07	4.240e+07	3.106e+07
P37837.56395	false	4.534e+07	7.634e+07	7.634e+07	9.378e+07	7.578e+07	8.457e+07	8.917e+07
O94855.41634	false	3.445e+06	6.019e+06	6.303e+06	4.501e+06	5.026e+06	6.127e+06	5.144e+06
O94855.40230	false	2.841e+06	4.591e+06	3.518e+06	3.280e+06	2.964e+06	4.285e+06	2.370e+06
O94855.58023	false	2.963e+06	1.589e+06	0.000e+00	2.016e+06	1.079e+07	0.000e+00	1.429e+06
O94855.34440	false	0.000e+00	2.992e+06	4.644e+06	3.959e+06	3.345e+06	0.000e+00	3.470e+06
O94855.27881	false	7.357e+06	1.653e+07	1.482e+07	1.399e+07	7.269e+06	1.328e+07	6.655e+06
O94855.47307	false	1.773e+06	5.312e+06	0.000e+00	5.511e+06	4.306e+06	5.518e+06	0.000e+00
O94855.23357	false	4.736e+06	5.860e+06	1.899e+06	1.087e+07	8.197e+06	8.936e+06	4.731e+06
O94855.38366	false	6.922e+06	4.500e+06	1.321e+07	1.228e+07	1.455e+07	1.021e+07	1.244e+07
O15084.30080	false	5.900e+05	4.982e+05	0.000e+00	1.242e+06	0.000e+00	1.121e+06	0.000e+00
O15084.57331	false	1.990e+06	3.312e+06	1.254e+06	4.108e+06	4.644e+06	4.241e+06	4.811e+06
O15084.50126	false	1.821e+06	1.746e+06	2.734e+06	1.888e+06	2.038e+06	1.700e+06	2.038e+06
O00442.1392	false	3.128e+06	5.473e+06	1.574e+06	5.921e+06	5.494e+06	5.787e+06	4.405e+06
O00442.41187	false	2.580e+06	5.420e+06	5.985e+06	4.500e+06	4.531e+06	3.948e+06	5.419e+06
O00442.48899	false	4.371e+06	3.899e+06	2.063e+06	2.674e+06	2.253e+06	2.780e+06	2.303e+06
O00442.6983	false	0.000e+00	4.311e+06	5.552e+06	8.026e+06	4.143e+06	5.292e+06	9.560e+06
O00442.52376	false	1.314e+06	3.504e+06	3.961e+06	3.655e+06	4.759e+06	3.789e+06	3.681e+06
O00442.47325	false	0.000e+00	5.153e+06	4.829e+06	3.195e+06	3.767e+06	4.043e+06	3.574e+06
Q86V15.31130	false	5.068e+06	5.408e+06	4.704e+06	0.000e+00	4.460e+06	0.000e+00	6.127e+06
Q96A33.40353	false	1.944e+06	1.960e+06	1.772e+06	2.557e+06	1.823e+06	3.591e+06	1.168e+06
Q96A33.22274	false	1.861e+07	2.820e+07	3.038e+07	2.573e+07	2.150e+07	3.201e+07	2.269e+07
Q96A33.43298	false	1.562e+06	9.321e+06	1.247e+07	1.383e+07	0.000e+00	1.086e+07	6.576e+06
Q96A33.39939	false	8.150e+06	1.048e+07	6.569e+06	6.839e+06	0.000e+00	1.084e+07	7.182e+06
Q96A33.11191	false	1.929e+06	4.773e+06	4.791e+06	5.393e+06	3.991e+06	6.105e+06	3.571e+06
Q96A33.55368	false	0.000e+00	3.331e+06	1.174e+06	8.501e+06	8.316e+06	8.139e+06	7.231e+06
Q96A33.35228	false	6.351e+06	1.510e+07	2.049e+07	1.949e+07	1.263e+07	1.332e+07	1.245e+07
Q96A33.26606	false	2.059e+07	2.146e+07	1.771e+07	2.209e+07	2.310e+07	2.559e+07	2.631e+07
P78527.55962	false	4.747e+07	8.421e+07	1.110e+08	9.169e+07	8.260e+07	0.000e+00	1.111e+08
P78527.3483	false	1.178e+07	0.000e+00	2.070e+07	1.734e+07	1.477e+07	2.184e+07	1.771e+07
P78527.37020	false	1.290e+07	2.641e+07	2.909e+07	2.793e+07	2.857e+07	2.316e+07	3.192e+07
P78527.31903	false	3.622e+07	5.894e+07	6.694e+07	7.099e+07	7.107e+07	8.678e+07	8.636e+07
P78527.36768	false	1.414e+07	2.358e+07	1.899e+07	2.332e+07	2.557e+07	1.749e+07	1.979e+07
P78527.47521	false	7.774e+06	1.049e+07	7.886e+06	1.102e+07	1.152e+07	1.135e+07	1.283e+07
P78527.40612	false	2.593e+06	6.747e+05	1.753e+06	2.018e+06	1.798e+06	1.680e+06	2.461e+06
P78527.6823	false	5.061e+06	1.139e+07	1.441e+07	1.375e+07	9.199e+06	8.828e+06	8.719e+06
P78527.35754	false	1.735e+07	3.435e+07	3.714e+07	4.553e+07	2.578e+07	3.467e+07	3.280e+07
P78527.29870	false	1.554e+07	2.099e+07	2.042e+07	2.930e+07	2.064e+07	2.582e+07	1.999e+07
P78527.39855	false	5.320e+07	5.090e+07	6.573e+07	7.410e+07	7.853e+07	4.039e+07	7.226e+07
P78527.21168	false	2.631e+07	8.008e+07	3.486e+07	5.054e+07	3.797e+07	4.432e+07	4.581e+07
P78527.11445	false	4.213e+07	5.142e+06	6.628e+07	5.243e+07	4.126e+07	6.755e+07	5.532e+07
P78527.29878	false	3.251e+07	2.204e+07	2.781e+07	2.347e+07	2.802e+07	2.334e+07	2.961e+07
P78527.21693	false	3.732e+07	3.075e+07	3.169e+07	2.527e+07	3.734e+07	3.019e+07	3.475e+07
P78527.42941	false	3.331e+06	5.089e+06	5.312e+06	4.361e+06	3.882e+06	8.092e+06	3.042e+06
P78527.9918	false	0.000e+00	2.820e+06	3.115e+06	3.465e+06	3.317e+06	0.000e+00	0.000e+00
P78527.51394	false	1.262e+07	2.073e+07	2.387e+07	3.493e+07	2.415e+07	3.573e+07	2.625e+07
P78527.24005	false	2.798e+07	1.821e+07	2.883e+07	3.081e+07	3.757e+07	2.751e+07	3.312e+07
P78527.31173	false	0.000e+00	1.698e+06	1.131e+06	1.786e+06	1.447e+06	1.134e+06	1.131e+06
P78527.56518	false	1.294e+07	1.485e+07	1.602e+07	2.173e+07	2.099e+07	1.949e+07	2.038e+07
P78527.55759	false	1.996e+07	1.821e+07	3.046e+07	2.320e+07	2.384e+07	2.587e+07	1.949e+07
P78527.45525	false	3.003e+07	4.123e+07	4.010e+07	4.189e+07	0.000e+00	4.769e+07	0.000e+00
P78527.52185	false	5.409e+05	8.506e+05	6.220e+05	1.234e+06	7.293e+05	0.000e+00	6.248e+05
P78527.35291	false	3.517e+06	1.150e+07	2.997e+07	2.897e+07	1.124e+06	4.234e+07	1.634e+06
P78527.55260	false	2.066e+07	3.794e+07	4.227e+07	4.490e+07	2.517e+07	4.006e+07	3.499e+07
P78527.7389	false	1.384e+07	1.151e+07	1.231e+07	1.661e+07	1.821e+07	1.857e+07	1.382e+07
P78527.40413	false	5.699e+06	8.378e+06	1.028e+07	1.139e+07	0.000e+00	1.009e+07	1.126e+07
P78527.16097	false	3.263e+07	3.942e+07	5.310e+07	5.097e+07	3.554e+07	4.128e+07	3.367e+07
P78527.24033	false	7.688e+06	8.877e+06	9.166e+06	8.222e+06	7.309e+06	1.001e+07	8.639e+06
P78527.58086	false	2.159e+07	4.926e+06	1.233e+06	6.088e+07	4.132e+07	4.926e+07	3.649e+07
P78527.25575	false	2.738e+06	8.093e+05	3.085e+06	2.793e+06	4.103e+06	6.425e+06	1.857e+06
P78527.29418	false	1.347e+07	4.222e+07	2.457e+07	2.875e+07	1.927e+07	2.448e+07	1.993e+07
P78527.53483	false	1.189e+07	8.904e+06	1.954e+07	2.492e+07	2.294e+07	2.162e+07	2.194e+07
P78527.41452	false	1.547e+07	1.914e+07	4.029e+07	2.155e+07	2.424e+07	2.163e+07	2.580e+07
P78527.28399	false	3.553e+07	3.368e+07	4.603e+07	4.436e+07	4.884e+07	2.679e+07	4.697e+07
P78527.23281	false	1.239e+07	2.662e+07	3.187e+07	3.155e+07	2.850e+07	3.217e+07	2.833e+07
P78527.33013	false	1.179e+07	1.064e+07	1.019e+07	1.280e+07	1.172e+07	8.389e+06	8.404e+06
P78527.29942	false	1.642e+07	2.570e+07	2.792e+07	3.059e+07	2.599e+07	2.762e+07	2.774e+07
P78527.44023	false	3.921e+06	1.173e+06	0.000e+00	2.591e+07	0.000e+00	2.994e+07	1.282e+06
P78527.40953	false	1.664e+07	1.376e+07	2.394e+07	1.594e+07	1.610e+07	1.591e+07	1.943e+07
P78527.51193	false	1.299e+07	1.145e+07	3.201e+06	1.421e+07	1.347e+07	1.596e+07	1.353e+07
P78527.28411	false	9.385e+06	2.147e+07	2.217e+07	2.044e+07	1.888e+07	2.961e+07	1.936e+07
P78527.47867	false	1.010e+07	1.174e+07	1.113e+07	1.506e+07	1.221e+07	1.498e+07	1.165e+07
P78527.4349	false	1.710e+07	2.291e+07	3.075e+07	4.688e+07	3.451e+07	3.045e+07	2.856e+07
P78527.30977	false	3.951e+06	7.142e+06	4.294e+06	4.820e+06	4.561e+06	4.924e+06	4.233e+06
P78527.32002	false	1.354e+07	1.171e+07	2.074e+07	1.763e+07	1.564e+07	2.014e+07	1.409e+07
P78527.33795	false	6.014e+06	7.833e+06	1.965e+06	8.658e+06	9.600e+06	9.588e+06	1.259e+07
P78527.36617	false	0.000e+00	7.466e+07	7.988e+07	9.648e+07	7.453e+07	8.442e+07	0.000e+00
P78527.44555	false	9.852e+06	5.296e+06	7.297e+06	7.100e+06	3.744e+06	9.299e+06	8.910e+06
P78527.35085	false	5.743e+06	4.067e+06	6.891e+06	6.543e+06	6.843e+06	7.095e+06	8.352e+06
P78527.28181	false	2.016e+07	3.169e+07	3.272e+07	3.962e+07	3.195e+07	3.178e+07	3.720e+07
P78527.35349	false	4.924e+06	1.950e+07	1.661e+07	2.039e+07	1.559e+07	2.153e+07	1.664e+07
P78527.29976	false	2.466e+07	3.469e+07	3.650e+07	4.349e+07	1.662e+07	3.704e+07	2.436e+07
P78527.23321	false	2.343e+07	4.934e+07	3.713e+07	4.442e+07	2.952e+07	6.278e+07	3.731e+07
P78527.10522	false	1.378e+07	1.387e+07	6.662e+06	1.736e+07	2.200e+07	1.629e+07	1.825e+07
P78527.45082	false	1.403e+07	1.828e+07	2.106e+07	2.336e+07	1.770e+07	1.774e+07	1.618e+07
P78527.40732	false	1.347e+07	2.021e+07	2.318e+07	2.170e+07	1.548e+07	2.336e+07	1.819e+07
P78527.52511	false	2.592e+06	3.760e+06	3.531e+06	5.797e+06	3.217e+06	3.013e+06	2.496e+06
P78527.25632	false	8.237e+06	0.000e+00	2.825e+07	3.192e+07	2.569e+07	2.296e+07	2.015e+07
P78527.53026	false	1.760e+07	2.442e+07	2.073e+07	1.859e+07	2.177e+07	2.382e+07	1.861e+07
P78527.28455	false	9.848e+06	1.381e+07	1.387e+07	2.065e+07	1.520e+07	1.917e+07	1.176e+07
P78527.36648	false	1.838e+07	2.984e+07	3.018e+07	3.598e+07	3.727e+07	2.837e+07	2.725e+07
P78527.47400	false	1.324e+07	9.390e+06	5.995e+06	9.781e+06	9.382e+06	1.146e+07	9.903e+06
P78527.30505	false	2.536e+07	6.052e+07	3.715e+07	3.578e+07	2.040e+07	3.494e+07	2.245e+07
P78527.48682	false	5.379e+06	8.329e+06	7.025e+06	8.419e+06	8.560e+06	8.456e+06	7.259e+06
P78527.46379	false	1.586e+07	1.873e+07	2.156e+07	2.323e+07	2.101e+07	2.496e+07	2.341e+07
P78527.26415	false	1.222e+06	1.810e+06	5.152e+05	2.182e+06	1.372e+06	1.908e+06	2.140e+06
P78527.31023	false	1.122e+07	1.105e+07	1.193e+07	2.969e+07	1.229e+07	1.987e+07	1.059e+07
P78527.2097	false	1.175e+07	1.331e+07	1.204e+07	1.355e+07	1.053e+07	1.401e+07	1.352e+07
P78527.17716	false	1.327e+07	2.428e+07	3.328e+07	2.399e+07	2.984e+07	3.050e+07	3.859e+07
P78527.29237	false	6.788e+06	1.746e+07	1.019e+07	1.313e+07	1.766e+07	2.558e+07	1.155e+07
P78527.33597	false	2.279e+07	1.651e+07	1.314e+07	1.553e+07	2.460e+07	1.060e+07	1.810e+07
P78527.20287	false	3.203e+07	4.936e+07	5.490e+07	4.858e+07	2.702e+07	6.148e+07	3.952e+07
P78527.45119	false	2.119e+07	2.901e+07	2.801e+07	3.003e+07	2.646e+07	3.351e+07	3.208e+07
P78527.6720	false	1.614e+07	3.053e+07	2.240e+07	3.148e+07	2.976e+07	2.113e+07	3.534e+07
P78527.56896	false	1.881e+07	1.571e+07	1.693e+07	1.845e+07	1.790e+07	1.707e+07	1.512e+07
P78527.4930	false	6.571e+06	1.322e+07	4.987e+06	1.058e+07	6.316e+06	8.043e+06	6.997e+06
P78527.12876	false	0.000e+00	9.137e+05	7.606e+06	6.821e+06	1.395e+07	6.088e+06	1.103e+07
P78527.334	false	0.000e+00	2.984e+07	4.167e+07	5.594e+07	4.511e+07	4.599e+07	4.902e+07
P78527.57173	false	9.516e+06	1.126e+07	1.361e+07	1.404e+07	1.140e+07	1.389e+07	9.772e+06
P78527.34136	false	7.722e+06	1.170e+07	1.771e+07	1.745e+07	1.922e+07	1.791e+07	1.466e+07
P78527.51032	false	0.000e+00	2.065e+07	4.271e+07	8.664e+07	5.682e+07	6.648e+07	4.545e+07
P78527.6234	false	2.387e+07	2.673e+07	4.055e+07	4.586e+07	4.417e+07	5.702e+07	4.606e+07
P78527.29787	false	0.000e+00	3.261e+07	4.782e+07	3.498e+07	0.000e+00	4.501e+07	0.000e+00
P78527.15197	false	8.378e+06	1.423e+07	2.782e+07	2.440e+07	3.176e+07	2.668e+07	2.374e+07
P78527.12129	false	7.094e+06	6.766e+06	8.225e+06	1.056e+07	9.569e+06	1.054e+07	1.103e+07
P78527.12387	false	5.653e+06	1.503e+07	1.372e+07	2.280e+07	2.117e+07	2.166e+07	1.689e+07
P78527.29283	false	1.688e+07	1.700e+07	2.953e+07	1.782e+07	1.868e+07	1.633e+07	1.898e+07
P78527.33894	false	4.694e+06	2.202e+07	3.118e+07	3.526e+07	4.211e+07	4.565e+07	3.596e+07
P78527.7274	false	0.000e+00	1.701e+06	2.972e+06	3.682e+06	3.148e+06	2.566e+06	3.128e+06
P78527.20074	false	2.385e+06	1.091e+07	1.547e+07	1.835e+07	1.999e+07	1.391e+07	1.432e+07
P78527.21610	false	4.114e+06	7.265e+06	7.188e+06	8.561e+06	5.723e+06	1.184e+07	7.928e+06
P78527.7531	false	1.159e+07	2.319e+07	2.612e+07	3.628e+07	1.873e+07	2.765e+07	1.752e+07
P78527.41067	false	3.268e+07	2.506e+07	0.000e+00	3.798e+07	2.891e+07	3.552e+07	2.463e+07
P78527.26734	false	3.404e+07	2.171e+07	1.793e+07	2.810e+07	2.799e+07	1.529e+07	1.502e+07
P78527.16240	false	0.000e+00	3.852e+07	2.673e+07	3.691e+07	2.577e+07	2.076e+07	3.219e+07
P78527.18800	false	0.000e+00	2.650e+07	3.828e+07	3.880e+07	3.458e+07	3.901e+07	3.452e+07
P78527.32112	false	2.094e+07	3.766e+07	4.227e+07	3.556e+07	2.292e+07	3.715e+07	2.830e+07
P78527.8561	false	1.042e+07	1.279e+07	1.473e+07	1.891e+07	1.727e+07	1.536e+07	1.509e+07
P78527.40310	false	2.287e+07	3.008e+07	3.207e+07	3.368e+07	2.410e+07	3.044e+07	3.253e+07
P78527.5751	false	4.942e+06	9.367e+06	9.542e+06	8.889e+06	9.084e+06	8.089e+06	9.897e+06
P78527.17527	false	1.430e+07	1.780e+07	2.223e+07	2.443e+07	2.531e+07	1.820e+07	1.603e+07
P78527.20858	false	2.401e+07	1.581e+07	1.431e+07	2.497e+07	1.735e+07	1.839e+07	1.911e+07
P78527.35969	false	1.371e+07	0.000e+00	2.064e+07	2.331e+07	1.906e+07	0.000e+00	2.625e+07
P78527.45701	false	4.718e+06	6.881e+06	7.960e+06	0.000e+00	5.512e+06	5.876e+06	6.986e+06
P78527.25734	false	7.321e+06	1.355e+07	1.598e+07	1.734e+07	1.567e+07	2.008e+07	1.639e+07
P78527.57991	false	2.476e+07	1.831e+07	3.058e+07	3.763e+07	3.952e+07	3.012e+07	2.985e+07
P78527.31113	false	3.887e+07	4.419e+07	4.064e+07	5.825e+07	4.565e+07	1.990e+07	6.539e+07
P78527.10379	false	1.714e+07	1.989e+07	2.246e+07	1.877e+07	1.729e+07	2.156e+07	1.876e+07
P78527.31373	false	2.322e+07	3.395e+07	2.616e+07	3.665e+07	3.780e+07	4.826e+07	3.290e+07
P78527.13456	false	0.000e+00	9.899e+06	1.221e+07	1.259e+07	1.477e+07	1.333e+07	1.299e+07
P78527.48529	false	2.075e+07	1.981e+07	1.805e+07	1.938e+07	1.561e+07	2.581e+07	3.217e+07
P78527.14739	false	2.305e+07	0.000e+00	1.821e+07	2.157e+07	1.937e+07	2.327e+07	2.117e+07
P78527.29844	false	1.015e+07	2.050e+07	1.561e+07	1.214e+07	9.683e+06	1.116e+07	1.060e+07
P78527.32660	false	1.698e+06	3.781e+06	7.823e+06	9.658e+06	1.420e+07	7.249e+06	1.062e+07
P78527.16277	false	1.801e+06	2.622e+06	2.918e+06	3.531e+06	5.079e+06	4.455e+06	2.880e+06
P78527.4246	false	6.212e+06	1.537e+07	1.858e+07	1.050e+07	1.357e+07	7.270e+06	1.026e+07
P78527.16278	false	8.089e+06	1.932e+07	1.710e+07	1.666e+07	1.632e+07	1.933e+07	1.124e+07
P78527.43415	false	5.809e+06	1.026e+07	9.296e+06	8.491e+06	4.313e+06	9.573e+06	5.853e+06
P78527.4248	false	3.884e+07	4.377e+07	6.127e+07	6.622e+07	5.335e+07	7.413e+07	6.151e+07
P42694.49156	false	0.000e+00	1.137e+06	1.299e+06	1.618e+06	1.463e+06	1.688e+06	1.183e+06
P42694.31610	false	9.171e+05	1.435e+06	0.000e+00	0.000e+00	0.000e+00	8.435e+05	1.344e+06
P42694.20492	false	7.263e+05	1.815e+06	0.000e+00	0.000e+00	9.163e+05	2.116e+06	0.000e+00
Q9BQ15.46653	false	0.000e+00	3.080e+06	5.064e+06	4.979e+06	3.093e+06	4.775e+06	4.086e+06
Q9UER7.38605	false	4.641e+06	9.167e+06	6.958e+06	9.194e+06	7.980e+06	9.058e+06	6.021e+06
Q9UER7.30576	false	0.000e+00	1.075e+06	3.080e+06	3.696e+06	2.338e+06	3.395e+06	0.000e+00
Q9UER7.41968	false	3.025e+06	4.313e+06	3.695e+06	4.136e+06	2.880e+06	5.741e+06	3.193e+06
Q9UER7.27608	false	4.446e+06	3.128e+06	3.803e+06	4.458e+06	0.000e+00	5.147e+06	0.000e+00
Q9UER7.34985	false	9.660e+05	3.866e+06	4.663e+06	7.431e+06	5.610e+06	6.612e+06	4.260e+06
P00498.49286	true	7.351e+06	8.687e+06	4.679e+06	3.336e+06	9.226e+05	0.000e+00	1.704e+06
P00498.33881	true	1.083e+06	0.000e+00	8.277e+06	0.000e+00	9.749e+05	0.000e+00	9.759e+05
P00498.57150	true	0.000e+00	6.394e+06	5.287e+06	0.000e+00	2.019e+06	8.159e+05	2.517e+06
P00498.47648	true	1.180e+06	3.030e+06	3.178e+06	1.452e+06	9.616e+05	1.118e+06	1.244e+06
P00498.29538	true	4.092e+06	5.822e+06	4.717e+06	1.844e+06	1.267e+06	1.685e+06	1.028e+06
Q96BR5.32869	false	2.162e+06	3.244e+06	5.948e+06	4.628e+06	2.856e+06	3.802e+06	2.880e+06
P26784.51699	true	5.441e+07	4.646e+07	4.296e+07	1.909e+07	1.377e+07	2.329e+07	1.558e+07
P26784.55850	true	1.841e+07	2.589e+07	2.337e+07	9.882e+06	3.870e+06	1.033e+07	4.209e+06
P26784.907	true	6.008e+06	7.811e+06	8.205e+06	3.217e+06	2.443e+06	2.685e+06	2.357e+06
P26784.32323	true	2.283e+07	2.637e+07	2.327e+07	8.078e+06	7.541e+06	1.160e+07	0.000e+00
O14617.54434	false	4.394e+06	1.007e+07	9.147e+06	1.187e+07	9.901e+06	8.800e+06	8.061e+06
O14617.12195	false	0.000e+00	1.974e+06	1.751e+06	4.407e+06	4.102e+06	2.477e+06	2.811e+06
O14617.40516	false	0.000e+00	3.999e+06	3.286e+06	4.119e+06	0.000e+00	4.050e+06	1.851e+06
O14617.55462	false	3.003e+06	6.811e+06	5.623e+06	6.267e+06	0.000e+00	4.407e+06	0.000e+00
O14617.27847	false	0.000e+00	3.199e+06	2.855e+06	4.268e+06	2.951e+06	3.273e+06	3.039e+06
O14617.18324	false	2.174e+06	1.573e+06	4.317e+06	3.839e+06	1.957e+06	3.654e+06	2.069e+06
O14617.21076	false	4.511e+06	7.278e+06	7.353e+06	1.307e+07	4.523e+06	1.695e+07	9.758e+06
O14617.23418	false	8.873e+05	3.231e+06	3.855e+06	4.696e+06	2.910e+06	5.519e+06	3.818e+06
O14617.2267	false	0.000e+00	3.029e+06	2.816e+06	4.427e+06	4.080e+06	5.579e+06	7.141e+06
O14617.33405	false	2.774e+06	0.000e+00	3.590e+06	0.000e+00	2.783e+06	0.000e+00	4.796e+06
O14617.29502	false	1.552e+06	0.000e+00	6.043e+06	5.378e+06	6.612e+06	0.000e+00	4.907e+06
O14617.31070	false	1.182e+06	2.981e+06	1.751e+06	2.682e+06	1.699e+06	2.506e+06	2.278e+06
O14617.57726	false	0.000e+00	1.164e+06	1.530e+06	1.506e+06	1.757e+06	0.000e+00	1.083e+06
O14617.2274	false	3.485e+06	2.297e+06	3.270e+06	4.747e+06	3.303e+06	3.579e+06	2.715e+06
Q8WUP2.18996	false	1.688e+06	4.046e+06	2.988e+06	3.488e+06	2.442e+06	3.640e+06	2.922e+06
P61020.16529	false	0.000e+00	3.782e+05	1.796e+06	2.299e+06	2.018e+06	1.919e+06	1.434e+06
P61020.40248	false	4.963e+06	3.652e+06	6.117e+06	3.627e+06	4.303e+06	3.167e+06	2.542e+06
Q9UMR5.56385	false	0.000e+00	1.960e+06	2.353e+06	3.896e+06	2.293e+06	2.575e+06	2.151e+06
Q9UMR5.12665	false	1.872e+06	2.407e+06	1.330e+06	7.146e+06	2.873e+06	4.413e+06	5.291e+06
Q9HAN9.35442	false	0.000e+00	3.056e+06	2.011e+06	2.589e+06	2.326e+06	2.291e+06	1.420e+06
Q9HAN9.53178	false	0.000e+00	3.768e+06	1.913e+06	2.004e+06	0.000e+00	3.634e+06	2.368e+06
Q9HAN9.46081	false	1.516e+06	0.000e+00	3.798e+06	0.000e+00	2.005e+06	1.844e+06	1.627e+06
Q8WXF1.41616	false	2.696e+06	0.000e+00	6.023e+06	4.853e+06	0.000e+00	3.837e+06	8.266e+06
Q8WXF1.13841	false	1.011e+07	1.202e+07	9.498e+06	0.000e+00	1.220e+07	1.546e+07	1.680e+07
Q8WXF1.57298	false	8.802e+06	1.282e+07	1.339e+07	1.688e+07	1.588e+07	1.697e+07	1.283e+07
Q8WXF1.13812	false	1.253e+07	1.868e+07	1.885e+07	2.051e+07	1.482e+07	1.827e+07	1.108e+07
Q8WXF1.36764	false	0.000e+00	1.358e+07	1.957e+07	1.904e+07	1.755e+07	2.182e+07	1.293e+07
Q8WXF1.39868	false	3.233e+06	7.107e+06	1.066e+07	1.427e+07	1.849e+07	1.271e+07	9.287e+06
Q8WXF1.17294	false	7.947e+06	1.095e+07	1.536e+07	1.758e+07	1.162e+07	1.985e+07	1.260e+07
Q9BYE7.53489	false	0.000e+00	7.077e+05	1.048e+06	1.527e+06	0.000e+00	0.000e+00	2.228e+05
Q9BYE7.38275	false	2.413e+06	3.573e+06	3.219e+06	2.783e+06	2.542e+06	3.612e+06	3.222e+06
Q13310;P0CB38.36450	false	0.000e+00	1.946e+06	4.104e+06	5.089e+06	4.114e+06	9.353e+06	0.000e+00
Q13310;P0CB38.24899	false	6.801e+07	1.267e+08	1.858e+08	2.200e+08	1.836e+08	1.565e+08	1.728e+08
Q13310;P0CB38.35876	false	9.491e+06	2.182e+07	2.106e+07	2.545e+07	2.308e+07	2.730e+07	2.653e+07
Q13310;P0CB38.45541	false	2.525e+07	5.448e+07	5.603e+07	7.134e+07	4.154e+07	5.357e+07	3.818e+07
Q13310;P0CB38.9958	false	1.665e+07	2.413e+07	3.208e+07	3.513e+07	3.516e+07	2.850e+07	3.039e+07
