id	is_true	c1.rep1	c1.rep2	c1.rep3	c2.rep1	c2.rep2	c2.rep3	c2.rep4
Q9BT78.4514	false	2.500e+06	6.471e+06	5.808e+06	5.778e+06	4.290e+06	7.970e+06	4.128e+06
Q9BT78.33506	false	3.520e+06	7.004e+06	5.367e+06	5.919e+06	5.202e+06	6.372e+06	4.105e+06
Q9BT78.2087	false	7.436e+06	6.140e+06	1.026e+07	1.198e+07	1.043e+07	9.470e+06	8.430e+06
Q9BT78.35400	false	7.178e+06	1.167e+07	2.577e+06	8.699e+06	6.328e+06	8.349e+06	7.796e+06
Q9BT78.53257	false	6.607e+06	1.017e+07	8.260e+06	1.003e+07	9.048e+06	8.298e+06	6.817e+06
Q9BT78.4277	false	5.354e+06	8.475e+06	9.011e+06	1.526e+07	1.128e+07	6.778e+06	1.393e+07
Q9BT78.24758	false	0.000e+00	1.302e+06	4.589e+05	1.845e+06	1.223e+06	2.403e+06	1.625e+06
Q9BT78.40343	false	7.906e+06	5.818e+06	1.245e+07	6.825e+06	8.170e+06	7.141e+06	8.198e+06
Q9BT78.21727	false	4.745e+06	9.422e+06	1.230e+07	1.056e+07	1.746e+07	1.291e+07	1.464e+07
Q9BT78.34497	false	1.388e+06	4.075e+06	5.386e+06	7.142e+06	4.955e+06	4.300e+06	4.084e+06
Q96T37.36820	false	2.664e+06	4.273e+06	6.959e+06	0.000e+00	2.952e+06	1.229e+06	4.045e+06
Q96T37.51541	false	2.749e+06	5.221e+06	5.632e+06	6.620e+06	3.330e+06	5.073e+06	3.935e+06
Q96T37.17238	false	3.905e+06	4.374e+06	3.110e+06	4.276e+06	3.991e+06	3.942e+06	0.000e+00
Q96T37.47067	false	0.000e+00	3.399e+06	1.308e+06	2.228e+06	0.000e+00	4.807e+06	0.000e+00
Q96T37.6978	false	6.534e+05	9.073e+05	2.495e+06	4.053e+06	4.469e+06	2.739e+06	5.694e+05
Q96T37.47911	false	2.676e+06	5.250e+06	5.243e+06	5.566e+06	4.598e+06	4.943e+06	4.669e+06
Q96T37.31052	false	1.528e+06	2.921e+06	1.967e+06	3.460e+06	1.213e+06	2.652e+06	2.681e+06
Q96T37.40108	false	2.567e+06	3.581e+06	3.636e+06	2.942e+06	3.008e+06	3.105e+06	2.040e+06
Q96T37.22033	false	1.909e+06	4.263e+06	6.297e+06	5.544e+06	5.223e+06	5.457e+06	4.098e+06
Q8N9N7.20576	false	1.151e+06	3.275e+06	3.385e+06	2.730e+06	3.021e+06	2.499e+06	3.646e+06
Q8N9N7.18244	false	1.553e+06	0.000e+00	1.079e+06	2.146e+06	0.000e+00	2.852e+06	2.727e+06
Q8N9N7.22268	false	2.648e+06	2.183e+06	1.534e+06	2.307e+06	1.411e+06	1.729e+06	8.211e+05
P46937.48048	false	3.640e+06	3.616e+06	6.421e+06	6.019e+06	5.776e+06	4.898e+06	6.940e+06
P46937.49872	false	0.000e+00	9.496e+05	2.634e+06	3.780e+06	2.242e+06	3.269e+06	0.000e+00
P46937.5509	false	8.932e+05	9.160e+05	2.491e+06	1.364e+06	1.739e+06	1.591e+06	1.600e+06
P46937.1849	false	0.000e+00	8.163e+05	3.091e+06	2.648e+06	3.489e+06	3.361e+06	0.000e+00
P46937.57213	false	1.812e+06	3.581e+06	4.746e+06	4.281e+06	4.171e+06	2.601e+06	3.340e+06
P61960.24952	false	1.400e+07	1.201e+06	0.000e+00	1.045e+07	1.639e+07	7.784e+06	1.021e+07
P61960.13675	false	2.055e+06	5.647e+06	5.505e+06	9.884e+06	6.516e+06	7.771e+06	7.233e+06
P49593.7360	false	0.000e+00	2.280e+06	1.641e+06	4.236e+06	0.000e+00	1.808e+06	1.537e+06
P49593.33329	false	2.612e+06	5.135e+05	5.705e+06	1.132e+06	2.008e+06	1.542e+06	1.794e+06
P49593.43299	false	3.614e+06	5.124e+06	4.768e+06	5.214e+06	4.393e+06	3.717e+06	2.944e+06
P49593.56771	false	4.645e+06	0.000e+00	2.917e+06	4.949e+06	2.593e+06	5.657e+06	5.127e+06
P49593.4837	false	0.000e+00	5.146e+06	1.049e+07	7.088e+06	0.000e+00	5.325e+06	0.000e+00
P49593.48266	false	2.141e+06	2.938e+06	2.429e+06	2.249e+06	2.037e+06	0.000e+00	2.082e+06
P49593.41501	false	2.489e+06	0.000e+00	4.665e+06	0.000e+00	2.546e+06	0.000e+00	1.966e+06
P49593.51501	false	5.247e+06	4.870e+06	5.457e+06	5.022e+06	5.824e+06	4.982e+06	6.639e+06
Q9UPZ6.51975	false	2.506e+06	3.955e+06	3.887e+06	3.849e+06	3.520e+06	4.526e+06	3.561e+06
Q9UPZ6.55287	false	0.000e+00	2.647e+06	2.815e+06	2.123e+06	3.212e+06	2.436e+06	3.533e+06
Q9UPZ6.53151	false	2.703e+06	2.422e+06	2.986e+06	2.731e+06	2.553e+06	2.403e+06	2.609e+06
Q9UPZ6.54319	false	5.426e+06	0.000e+00	4.041e+06	0.000e+00	3.368e+06	4.253e+06	3.470e+06
Q8IVW6.54536	false	9.655e+05	6.539e+05	1.273e+06	0.000e+00	2.168e+06	8.882e+05	1.424e+06
Q8IVW6.33244	false	1.108e+06	2.452e+06	1.429e+06	0.000e+00	0.000e+00	1.143e+06	1.150e+06
O75608.2467	false	7.782e+06	8.415e+06	5.979e+06	7.734e+06	6.002e+06	9.789e+06	6.131e+06
O75608.3800	false	8.072e+06	1.442e+07	1.921e+07	1.524e+07	1.422e+07	1.681e+07	1.324e+07
O75608.49759	false	4.209e+06	4.935e+06	6.175e+06	4.747e+06	8.136e+06	4.503e+06	5.924e+06
P09884.38308	false	2.297e+07	0.000e+00	1.884e+06	0.000e+00	2.411e+07	0.000e+00	6.162e+06
P09884.12103	false	1.342e+06	1.636e+06	1.833e+06	1.431e+06	1.460e+06	1.556e+06	8.911e+05
P09884.7949	false	1.215e+07	6.354e+05	2.470e+06	3.681e+06	1.832e+06	3.351e+06	2.396e+06
P09884.37522	false	1.734e+06	2.532e+06	2.763e+06	3.153e+06	2.188e+06	3.220e+06	2.270e+06
P09884.52083	false	1.661e+06	2.249e+06	8.204e+05	2.604e+06	1.269e+06	3.244e+06	1.691e+06
P09884.37944	false	1.953e+06	2.401e+06	1.374e+06	3.200e+06	2.639e+06	2.675e+06	2.050e+06
P09884.38877	false	1.016e+06	2.452e+06	3.507e+06	2.369e+06	1.081e+06	3.564e+06	2.279e+06
P09884.56765	false	0.000e+00	2.779e+06	3.532e+06	3.429e+06	0.000e+00	3.277e+06	0.000e+00
P09884.58301	false	1.002e+06	1.973e+06	2.536e+06	3.399e+06	2.146e+06	2.446e+06	1.562e+06
Q96S52.13980	false	4.872e+06	7.118e+05	2.822e+06	4.051e+06	2.436e+06	3.302e+06	2.188e+06
Q96S52.54048	false	0.000e+00	3.672e+05	5.090e+05	1.189e+06	8.300e+05	1.077e+06	7.075e+05
Q96S52.30899	false	1.690e+06	2.074e+06	2.240e+06	0.000e+00	1.264e+06	2.837e+06	2.573e+06
Q96S52.8709	false	2.944e+06	0.000e+00	3.700e+06	3.320e+06	2.777e+06	2.803e+06	3.311e+06
Q96S52.56279	false	5.249e+05	2.705e+06	4.081e+06	3.339e+06	2.750e+06	4.012e+06	2.395e+06
Q96S52.5786	false	6.231e+06	8.501e+06	8.120e+06	7.522e+06	8.277e+06	7.486e+06	8.444e+06
A6NHL2.44476	false	5.277e+06	6.319e+06	7.508e+06	1.077e+07	6.644e+06	1.095e+07	5.564e+06
Q9ULL5.24515	false	1.484e+06	2.532e+06	3.394e+06	2.615e+06	2.502e+06	1.978e+06	2.104e+06
P63010.37696	false	1.468e+07	2.413e+07	2.739e+07	3.075e+07	2.989e+07	3.113e+07	1.910e+07
P63010.40704	false	2.378e+06	0.000e+00	5.796e+06	5.293e+06	5.922e+06	5.329e+06	6.176e+06
P63010.7682	false	0.000e+00	5.871e+06	1.100e+07	1.151e+07	2.748e+06	6.126e+06	3.827e+06
P63010.14854	false	6.308e+06	1.194e+07	7.766e+06	1.309e+07	1.256e+07	1.171e+07	8.185e+06
P63010.54346	false	2.227e+06	1.606e+06	5.620e+06	5.261e+06	4.855e+06	6.073e+06	3.663e+06
P63010.30091	false	1.923e+07	3.111e+07	2.696e+07	3.391e+07	3.273e+07	3.067e+07	2.725e+07
P63010.33293	false	6.664e+06	2.494e+06	8.657e+06	8.860e+06	2.296e+07	7.263e+06	1.346e+07
P63010.4751	false	4.914e+06	7.548e+06	7.110e+06	8.447e+06	8.200e+06	7.702e+06	5.792e+06
P63010.24400	false	1.178e+07	2.371e+07	1.903e+07	1.968e+07	1.642e+07	1.697e+07	1.066e+07
P63010.31569	false	2.192e+07	3.038e+07	3.398e+07	4.077e+07	4.002e+07	4.219e+07	3.946e+07
P63010.6293	false	5.590e+06	1.032e+07	1.030e+07	9.708e+06	1.118e+07	9.411e+06	1.074e+07
P63010.36311	false	2.024e+07	2.056e+07	2.214e+07	2.641e+07	2.505e+07	2.733e+07	2.321e+07
P63010.28634	false	1.294e+07	8.829e+06	1.561e+07	1.759e+07	1.578e+07	1.694e+07	1.623e+07
P63010.34079	false	1.679e+07	2.712e+07	1.958e+07	1.372e+07	1.992e+07	1.378e+07	1.575e+07
P63010.26592	false	4.235e+07	2.800e+07	3.373e+07	2.217e+07	4.038e+07	4.015e+07	5.150e+07
P63010.13540	false	5.432e+06	5.366e+06	1.567e+07	1.012e+07	1.064e+07	1.050e+07	1.697e+07
P63010.360	false	9.669e+05	0.000e+00	3.241e+06	4.235e+06	3.354e+06	3.688e+06	4.045e+06
P63010.32049	false	1.839e+07	3.287e+07	2.544e+07	3.836e+07	2.738e+07	2.651e+07	7.015e+06
P63010.32629	false	0.000e+00	8.695e+06	1.470e+07	1.427e+07	1.762e+07	1.145e+07	1.164e+07
P63010.46649	false	1.324e+06	9.501e+05	1.258e+07	9.361e+06	1.188e+07	1.029e+07	8.963e+06
P63010.17978	false	8.839e+06	2.275e+07	1.863e+07	2.152e+07	9.773e+06	2.363e+07	1.459e+07
P63010.57978	false	1.010e+07	1.407e+07	1.415e+07	1.568e+07	1.338e+07	1.738e+07	1.314e+07
P63010.42108	false	9.487e+06	1.398e+07	1.343e+07	1.819e+07	1.609e+07	1.652e+07	1.032e+07
P63010.2685	false	1.650e+07	2.167e+07	2.047e+07	2.856e+07	3.401e+07	2.119e+07	1.608e+07
P63010.25661	false	1.837e+07	2.677e+07	3.311e+07	3.257e+07	3.370e+07	3.740e+07	2.968e+07
O95985.33626	false	0.000e+00	2.667e+06	3.369e+06	2.424e+06	2.292e+06	2.089e+06	2.185e+06
P47079.57339	true	1.473e+06	2.390e+06	0.000e+00	1.216e+06	0.000e+00	0.000e+00	9.601e+05
P47079.28176	true	3.495e+06	4.006e+06	2.576e+06	1.501e+06	1.821e+06	1.015e+06	1.659e+06
P47079.29890	true	2.123e+06	2.498e+06	8.056e+05	0.000e+00	5.246e+05	0.000e+00	7.256e+05
P47079.23747	true	1.843e+06	3.982e+06	4.942e+06	1.104e+06	9.566e+05	2.019e+06	1.407e+06
Q9BRL6.51965	false	3.335e+07	2.273e+07	1.769e+07	2.288e+07	2.287e+07	1.912e+07	2.401e+07
Q9BRL6.52690	false	7.451e+07	1.470e+08	1.665e+08	1.693e+08	1.103e+08	1.602e+08	1.160e+08
Q9NYF8.49074	false	1.513e+07	1.843e+07	1.133e+07	1.528e+07	2.021e+07	2.722e+07	1.086e+07
Q9NYF8.948	false	2.180e+06	8.332e+06	0.000e+00	0.000e+00	2.667e+06	6.724e+06	4.387e+06
Q9NYF8.43604	false	1.356e+07	1.161e+07	2.324e+07	1.399e+07	2.191e+07	1.373e+07	1.524e+07
Q9NYF8.949	false	0.000e+00	1.636e+06	1.319e+06	2.224e+06	1.756e+06	1.176e+06	1.521e+06
Q9NYF8.12887	false	1.832e+07	2.549e+07	7.002e+07	1.023e+08	6.951e+07	8.968e+07	7.779e+07
Q9NYF8.29306	false	1.162e+07	1.647e+07	1.308e+07	7.431e+06	6.922e+06	0.000e+00	1.102e+07
Q9NYF8.57210	false	2.512e+06	2.174e+07	2.453e+07	4.492e+07	2.587e+07	2.470e+07	2.482e+07
Q9NYF8.47355	false	1.393e+08	8.213e+07	9.619e+07	1.326e+08	1.496e+08	1.300e+08	1.628e+08
Q9NYF8.6558	false	4.238e+06	8.934e+06	1.184e+07	8.701e+06	8.880e+06	6.943e+06	8.420e+06
Q9NYF8.33758	false	2.829e+07	6.675e+07	5.273e+07	7.036e+07	5.699e+07	5.578e+07	5.410e+07
Q9NYF8.9409	false	7.238e+06	1.564e+07	2.662e+07	2.757e+07	2.441e+07	2.583e+07	3.141e+07
Q9NYF8.7938	false	2.819e+07	4.045e+07	5.285e+07	5.549e+07	4.953e+07	4.217e+07	2.834e+07
Q9NYF8.46792	false	1.885e+06	2.107e+06	2.959e+06	3.813e+06	2.671e+06	2.165e+06	2.729e+06
Q9NYF8.19530	false	0.000e+00	1.683e+06	2.140e+06	2.912e+06	1.914e+06	2.446e+06	2.375e+06
Q9NYF8.34379	false	3.066e+07	4.472e+07	5.943e+07	7.042e+07	2.531e+07	9.937e+07	8.730e+07
Q9NYF8.58220	false	0.000e+00	7.399e+06	8.929e+06	1.109e+07	1.164e+07	1.081e+07	1.054e+07
Q9NYF8.46861	false	2.104e+07	1.865e+07	2.046e+07	2.785e+07	2.134e+07	3.251e+07	3.610e+07
Q9Y5U9.46610	false	0.000e+00	4.902e+06	5.368e+06	6.565e+06	3.557e+06	3.690e+06	3.609e+06
Q13206.15682	false	2.485e+06	3.433e+06	3.143e+06	3.283e+06	3.145e+06	2.746e+06	2.633e+06
Q13206.27651	false	0.000e+00	4.085e+06	6.055e+06	3.479e+06	1.733e+06	2.904e+06	2.039e+06
Q13206.3369	false	3.502e+06	3.098e+06	4.343e+06	4.139e+06	5.230e+06	4.183e+06	4.972e+06
Q13206.20883	false	1.284e+06	2.387e+06	3.391e+06	3.424e+06	1.956e+06	2.358e+06	2.382e+06
Q13206.41972	false	2.632e+06	0.000e+00	2.573e+06	0.000e+00	5.494e+06	0.000e+00	3.228e+06
Q13206.19189	false	2.290e+06	5.549e+06	3.659e+06	6.296e+06	5.001e+06	0.000e+00	3.701e+06
Q13206.13335	false	1.292e+06	1.819e+06	4.603e+05	3.402e+06	1.868e+06	3.008e+06	3.312e+06
Q13206.10874	false	0.000e+00	1.664e+06	1.790e+06	1.895e+06	2.491e+06	2.246e+06	1.885e+06
Q13206.24891	false	4.308e+05	2.612e+05	8.104e+05	2.257e+06	9.244e+05	1.174e+06	0.000e+00
Q13206.34140	false	0.000e+00	1.482e+06	1.488e+06	1.933e+06	1.633e+06	1.459e+06	1.837e+06
Q13206.36127	false	0.000e+00	1.574e+06	1.529e+06	2.031e+06	4.197e+06	1.922e+06	3.774e+06
O15355.2278	false	2.822e+07	6.473e+07	6.655e+07	7.841e+07	6.939e+07	4.430e+07	4.327e+07
O15355.54186	false	2.297e+07	1.340e+07	1.705e+07	2.133e+07	3.203e+07	1.907e+07	2.440e+07
O15355.37521	false	3.970e+06	3.513e+06	5.673e+05	3.880e+06	1.605e+06	5.150e+06	5.832e+06
O15355.4921	false	0.000e+00	3.358e+06	7.340e+05	0.000e+00	2.649e+06	1.027e+07	5.635e+06
O15355.36698	false	2.829e+07	8.031e+06	2.319e+07	3.233e+07	5.087e+07	2.429e+07	4.735e+07
O15355.57819	false	1.741e+07	1.748e+07	2.902e+07	3.313e+07	2.084e+07	2.209e+07	2.355e+07
O15355.2300	false	1.637e+07	8.912e+06	4.583e+06	1.725e+07	7.027e+06	1.701e+07	1.211e+07
O15355.9628	false	1.609e+07	2.829e+07	2.521e+07	3.543e+07	2.551e+07	2.800e+07	2.102e+07
O15355.44733	false	6.822e+06	1.046e+07	1.282e+07	1.597e+07	9.469e+06	1.031e+07	1.456e+07
O15355.27390	false	0.000e+00	1.805e+06	3.532e+06	2.816e+06	0.000e+00	2.950e+06	0.000e+00
O15355.10848	false	0.000e+00	1.120e+07	4.544e+07	9.141e+07	6.987e+07	1.633e+07	5.942e+07
O15355.32736	false	2.475e+07	2.572e+07	2.871e+07	2.906e+07	2.336e+07	4.166e+07	2.686e+07
O15355.25797	false	1.660e+06	1.109e+07	1.311e+07	1.606e+07	1.014e+07	1.611e+07	8.698e+06
O95817.11167	false	1.376e+06	1.807e+06	3.482e+06	2.752e+06	2.901e+06	3.676e+06	2.592e+06
O95817.38630	false	0.000e+00	9.353e+05	1.949e+06	2.611e+06	3.135e+06	1.909e+06	1.681e+06
O95817.57801	false	0.000e+00	1.183e+06	9.858e+05	1.231e+06	9.394e+05	1.324e+06	8.984e+05
O95817.21947	false	1.221e+06	0.000e+00	2.343e+05	1.004e+06	1.616e+06	1.312e+06	1.185e+06
O95817.19869	false	0.000e+00	1.264e+06	2.168e+06	1.623e+06	1.432e+06	1.561e+06	1.267e+06
O95817.414	false	2.129e+06	3.568e+06	2.309e+06	3.979e+06	2.369e+06	0.000e+00	2.174e+06
O95817.38702	false	9.665e+05	0.000e+00	1.081e+06	1.426e+06	1.503e+06	0.000e+00	1.243e+06
P49407.54878	false	3.953e+06	9.685e+06	6.892e+06	9.321e+06	6.009e+06	5.156e+06	7.551e+06
P33330.9636	true	3.144e+06	6.042e+06	7.809e+06	2.735e+06	1.503e+06	2.959e+06	1.959e+06
P33330.21675	true	3.585e+06	2.104e+06	1.783e+06	1.847e+06	1.341e+06	0.000e+00	1.443e+06
Q9H425.13816	false	2.180e+06	4.457e+06	3.637e+06	0.000e+00	2.632e+06	0.000e+00	2.644e+06
P21243.14306	true	1.256e+06	3.140e+06	3.163e+06	0.000e+00	8.249e+05	0.000e+00	4.782e+05
P54687.57874	false	2.210e+06	9.088e+06	1.279e+07	1.617e+07	0.000e+00	1.947e+07	0.000e+00
P54687.17045	false	6.511e+06	8.356e+06	8.987e+06	0.000e+00	1.012e+07	1.487e+07	3.005e+06
P54687.39111	false	0.000e+00	2.845e+07	4.822e+07	3.785e+07	3.569e+07	3.592e+07	3.691e+07
P54687.27080	false	3.715e+06	1.785e+06	5.019e+06	5.721e+06	4.690e+06	6.200e+06	5.619e+06
P54687.39690	false	1.637e+07	1.483e+07	1.902e+07	2.086e+07	2.133e+07	1.841e+07	1.601e+07
P54687.28012	false	9.556e+06	1.939e+07	1.443e+07	2.305e+07	1.629e+07	2.244e+07	1.229e+07
P54687.32428	false	9.262e+06	1.152e+07	8.201e+06	1.540e+07	1.177e+07	1.849e+07	1.187e+07
P54687.6670	false	8.758e+06	2.114e+06	7.081e+06	7.135e+06	1.229e+07	7.469e+06	9.823e+06
P54687.4208	false	7.985e+06	8.932e+06	7.434e+06	8.109e+06	0.000e+00	1.007e+07	7.920e+06
Q9BTE7.7584	false	1.383e+06	4.030e+05	1.321e+06	1.997e+06	2.235e+06	1.240e+06	1.784e+06
Q9BTE7.46307	false	1.729e+06	3.248e+06	3.226e+06	2.550e+06	2.058e+06	3.622e+06	2.143e+06
Q9BTE7.46611	false	3.809e+06	4.911e+06	4.818e+06	5.168e+06	5.482e+06	5.022e+06	5.463e+06
Q9BTE7.29112	false	0.000e+00	4.304e+06	4.932e+06	6.226e+06	2.008e+06	0.000e+00	0.000e+00
P15336.35651	false	0.000e+00	2.958e+06	2.027e+06	2.702e+06	1.343e+06	2.804e+06	1.472e+06
P15336.22104	false	0.000e+00	2.904e+06	4.340e+06	5.020e+06	4.244e+06	4.716e+06	3.180e+06
P20936.4284	false	0.000e+00	5.194e+05	8.001e+05	1.062e+06	6.253e+05	5.939e+05	7.710e+05
P20936.12285	false	1.160e+06	1.802e+06	2.250e+06	1.724e+06	2.408e+06	1.212e+06	1.647e+06
P20936.58765	false	7.694e+05	1.713e+06	1.962e+06	1.721e+06	1.256e+06	1.063e+06	1.208e+06
P20936.47635	false	1.324e+06	1.366e+06	2.431e+06	2.376e+06	2.341e+06	2.534e+06	1.938e+06
P20936.30248	false	1.230e+06	1.234e+06	2.117e+06	1.829e+06	2.044e+06	1.533e+06	1.308e+06
Q96S44.15067	false	2.149e+06	3.321e+06	3.358e+06	3.637e+06	4.249e+06	2.756e+06	2.677e+06
Q96S44.4285	false	1.443e+06	2.356e+06	4.017e+06	6.086e+06	5.171e+06	4.020e+06	2.406e+06
O76024.49712	false	0.000e+00	1.021e+06	1.056e+06	1.505e+06	9.656e+05	1.396e+06	6.640e+05
O76024.13602	false	0.000e+00	1.372e+06	1.546e+06	1.953e+06	0.000e+00	1.571e+06	0.000e+00
O76024.3251	false	7.778e+06	8.843e+06	7.045e+06	1.062e+07	1.304e+07	1.421e+07	1.165e+07
O76024.30456	false	3.241e+06	4.793e+06	1.215e+06	0.000e+00	0.000e+00	4.400e+06	3.454e+06
O76024.56520	false	1.359e+06	0.000e+00	1.477e+06	1.785e+06	1.170e+06	0.000e+00	1.132e+06
O76024.46251	false	0.000e+00	2.912e+06	2.501e+06	4.689e+06	3.231e+06	3.130e+06	2.064e+06
Q14146.7873	false	0.000e+00	1.369e+06	1.072e+06	1.581e+06	1.104e+06	1.177e+06	1.074e+06
Q14146.2067	false	1.227e+06	1.092e+06	0.000e+00	0.000e+00	1.380e+06	1.098e+06	1.164e+06
Q14146.17418	false	9.191e+05	1.764e+06	5.277e+05	2.738e+06	2.167e+06	3.021e+06	1.600e+06
Q15785.31109	false	4.805e+06	4.838e+06	2.905e+06	7.631e+06	7.381e+06	7.076e+06	3.494e+06
Q15785.58134	false	1.674e+06	5.418e+06	7.071e+06	6.167e+06	3.875e+06	4.841e+06	4.308e+06
Q15785.2588	false	2.393e+06	5.262e+06	7.584e+06	7.543e+06	6.426e+06	5.576e+06	6.394e+06
Q15785.53788	false	6.561e+06	1.505e+07	1.269e+07	6.126e+06	1.035e+07	1.118e+07	8.177e+06
Q15785.15357	false	6.794e+06	9.427e+06	6.452e+06	9.929e+06	6.273e+06	7.682e+06	6.971e+06
Q15785.56493	false	1.125e+07	1.346e+07	1.307e+07	6.520e+06	0.000e+00	1.739e+07	1.600e+07
Q15785.51102	false	6.035e+06	7.374e+06	8.519e+06	8.428e+06	9.422e+06	9.231e+06	1.069e+07
O15083.256	false	1.700e+06	2.729e+06	2.300e+06	7.104e+06	9.241e+06	3.626e+06	5.922e+06
O15083.29472	false	0.000e+00	1.803e+06	3.047e+06	3.138e+06	0.000e+00	2.748e+06	1.718e+06
Q17RY0.14457	false	0.000e+00	1.116e+06	1.158e+06	1.134e+06	0.000e+00	1.190e+06	6.073e+05
P62750.26577	false	8.356e+07	1.173e+08	8.530e+07	1.356e+08	1.523e+08	1.004e+08	8.003e+07
P62750.54305	false	1.085e+08	2.072e+08	1.569e+08	1.966e+08	1.444e+08	2.225e+08	2.260e+08
P62750.26947	false	3.702e+07	6.065e+07	4.945e+07	5.025e+07	4.333e+07	6.837e+07	4.668e+07
P62750.33416	false	4.698e+07	7.761e+07	8.510e+07	8.745e+07	6.384e+07	9.133e+07	6.555e+07
P62750.25707	false	5.045e+06	1.706e+07	7.833e+06	8.387e+06	1.505e+07	1.622e+07	1.574e+07
P62750.15420	false	6.055e+07	6.909e+07	6.701e+07	7.256e+07	7.112e+07	7.619e+07	7.593e+07
Q86Y56.11254	false	1.051e+06	0.000e+00	7.737e+05	0.000e+00	1.580e+06	9.459e+05	1.704e+06
Q86Y56.23048	false	0.000e+00	1.096e+06	1.499e+06	1.181e+06	1.371e+06	1.286e+06	1.637e+06
Q86Y56.20461	false	0.000e+00	2.800e+06	2.738e+06	2.670e+06	3.139e+06	0.000e+00	2.476e+06
Q86Y56.47438	false	1.445e+06	3.724e+06	3.177e+06	4.828e+06	5.662e+06	1.598e+06	1.767e+06
Q86Y56.27775	false	1.905e+06	2.115e+06	2.558e+06	3.142e+06	3.039e+06	2.152e+06	1.613e+06
Q86Y56.2320	false	1.067e+06	1.063e+06	0.000e+00	3.505e+06	1.469e+06	0.000e+00	0.000e+00
Q86Y56.2242	false	1.839e+06	7.639e+05	1.861e+06	1.912e+06	1.397e+06	1.785e+06	7.746e+05
Q86Y56.28051	false	6.944e+05	8.479e+05	0.000e+00	1.615e+06	2.132e+06	0.000e+00	0.000e+00
Q86Y56.25429	false	1.474e+06	0.000e+00	2.145e+06	3.589e+06	1.537e+06	2.319e+06	2.135e+06
Q9GZQ3.31058	false	0.000e+00	1.981e+06	1.982e+06	0.000e+00	2.064e+06	1.163e+06	0.000e+00
Q9GZQ3.45768	false	0.000e+00	1.056e+06	2.552e+06	2.245e+06	2.187e+06	1.602e+06	1.624e+06
Q15554.36427	false	4.137e+06	4.487e+06	5.006e+06	5.757e+06	4.286e+06	4.814e+06	3.101e+06
Q15554.57294	false	1.460e+06	0.000e+00	4.399e+06	5.634e+06	2.650e+06	0.000e+00	5.081e+06
Q15554.56671	false	1.085e+06	1.595e+06	1.388e+06	1.760e+06	0.000e+00	1.198e+06	1.299e+06
Q15554.35617	false	1.088e+06	0.000e+00	1.432e+06	0.000e+00	2.837e+06	0.000e+00	1.077e+06
Q15554.49674	false	5.252e+06	5.584e+06	5.065e+06	6.289e+06	5.619e+06	5.666e+06	5.365e+06
Q9BZH6.35768	false	1.924e+06	3.145e+06	4.175e+06	4.283e+06	2.505e+06	4.327e+06	2.240e+06
Q9BZH6.57850	false	0.000e+00	2.564e+06	2.720e+06	3.344e+06	2.196e+06	1.481e+06	2.755e+06
Q9BZH6.35931	false	1.956e+06	7.322e+05	2.039e+06	2.594e+06	2.412e+06	2.087e+06	1.922e+06
P33316.18523	false	1.892e+07	9.807e+06	2.346e+07	3.109e+07	2.338e+07	3.143e+07	1.885e+07
P33316.237	false	5.697e+06	2.747e+06	9.637e+06	1.431e+07	8.654e+06	1.025e+07	1.005e+07
P33316.3696	false	4.201e+06	1.432e+07	1.224e+07	1.284e+07	1.006e+07	2.308e+07	8.597e+06
P33316.1538	false	2.620e+06	5.978e+06	0.000e+00	7.770e+06	0.000e+00	0.000e+00	6.954e+06
P33316.22516	false	0.000e+00	1.403e+07	3.910e+07	5.753e+07	6.807e+07	4.256e+07	7.670e+07
P33316.20216	false	2.247e+07	2.975e+07	3.814e+07	3.734e+07	3.075e+07	3.091e+07	2.978e+07
P33316.38090	false	2.915e+07	3.829e+07	4.092e+07	4.327e+07	0.000e+00	5.570e+07	4.635e+07
Q9Y676.33569	false	2.895e+06	6.190e+06	8.924e+06	1.066e+07	7.492e+06	7.886e+06	9.486e+06
Q9Y676.6042	false	2.208e+06	1.894e+06	3.087e+06	6.901e+06	5.994e+06	6.079e+06	6.726e+06
Q9Y676.49998	false	1.242e+06	1.807e+06	0.000e+00	2.503e+06	4.396e+06	1.630e+06	2.419e+06
Q9Y676.3359	false	3.662e+06	3.164e+06	6.393e+06	7.476e+06	4.784e+06	3.750e+06	4.292e+06
P46060.37324	false	8.864e+05	0.000e+00	5.330e+06	3.237e+06	0.000e+00	2.996e+06	0.000e+00
P46060.50444	false	6.006e+06	4.890e+07	0.000e+00	4.451e+07	2.946e+07	4.385e+07	3.115e+07
P46060.2227	false	4.520e+07	4.587e+07	4.398e+07	5.297e+07	3.518e+07	5.773e+07	5.893e+07
P46060.27539	false	1.029e+07	0.000e+00	4.878e+06	4.019e+06	1.197e+07	5.610e+05	8.940e+06
P46060.42390	false	4.982e+06	6.381e+06	1.898e+07	2.500e+07	1.692e+07	6.977e+06	1.271e+07
P46060.4983	false	0.000e+00	5.040e+06	6.412e+06	7.644e+06	0.000e+00	3.279e+06	0.000e+00
P46060.16571	false	1.597e+07	3.145e+07	2.873e+07	2.349e+07	1.727e+07	3.143e+07	2.083e+07
P46060.47132	false	7.463e+06	1.243e+07	1.627e+07	2.494e+07	1.290e+07	1.130e+07	1.256e+07
P46060.10468	false	0.000e+00	8.231e+06	3.732e+06	5.847e+06	1.062e+07	5.054e+06	6.398e+06
